articulo,marca,nombre,descripcion_lp,talles,curva,precio_excel,match,score,en_sitio,sitio_nombre,sitio_sku,sitio_imagen,sitio_descripcion_corta,sitio_precio,sitio_url
663604,DC,Remera MC STN DC,Remera MC STN DC,XS-S-M-L-XL-XXL,1-2-2-2-2-1,12500,sku,1.00,si,Remera Superman Varsity,663604-azul,https://magicstore.com.ar/wp-content/uploads/2026/04/0211-scaled.jpg,"¡Llevá el orgullo de Metrópolis con vos! Esta Remera de Superman estilo Varsity es la combinación perfecta entre la estética retro de las universidades americanas y el fanatismo por el Hombre de Acero. Con un diseño de cuello y puños a contratono (estilo ringer), es la prenda ideal para un look urbano, cómodo y con mucha personalidad. Características del Producto: Diseño Exclusivo: Estampa frontal con tipografía tipo «Varsity», el logo clásico de Superman y la leyenda «Metropolis». Corte Regular Fit: Calce estándar que asegura comodidad y libertad de movimiento para el uso diario. Detalles Ringer: Cuello y terminación de mangas con ribete elástico a contratono que resalta el diseño.",29999,https://magicstore.com.ar/remera-superman-varsity-2/
663605,HARRY POTTER,Remera Oversize MC STN HP,Remera Oversize MC STN HP,XS-S-M-L-XL-XXL,1-2-2-2-2-1,15990,sku,1.00,si,Remera Raglan Hogwarts school list,663605-gris,https://magicstore.com.ar/wp-content/uploads/2026/04/301-1.jpg,"¿Todavía esperando tu carta de Hogwarts? Llevá la magia con vos a donde vayas con esta remera de diseño exclusivo. Esta remera manga raglan combina un estilo urbano y relajado con tu fanatismo por el mundo mágico. Al frente, presenta un diseño sutil y minimalista con el clásico Sombrero Seleccionador. Pero la verdadera magia ocurre cuando te das vuelta: la espalda cuenta con una estampa espectacular y súper detallada que ilustra la Lista de Útiles Oficial de Hogwarts para los alumnos de primer año (con los detalles del uniforme, los libros de hechizos y el equipamiento).",38500,https://magicstore.com.ar/remera-raglan-hogwarts-school-list-2/
663606,HARRY POTTER,Remera MC STN HP,Remera MC STN HP,XS-S-M-L-XL-XXL,1-2-2-2-2-1,13990,fuzzy,0.75,si,Remera Harry Potter,87502%rojo,https://magicstore.com.ar/wp-content/uploads/2025/02/87502.webp,"¡Muestra tu magia con esta increíble remera de Harry Potter! Con un diseño único que captura la esencia del mundo mágico, esta camiseta es perfecta para los fanáticos de la famosa saga. Confeccionada en un tejido suave y cómodo, es ideal para llevar en cualquier ocasión, ya sea para un día casual o para mostrar tu amor por Hogwarts. El estampado presenta elementos icónicos como la varita de Harry, el logo de las casas o las reliquias de la muerte, dándole un toque auténtico que te hará sentir parte del mundo mágico. ¡Prepárate para un día lleno de hechizos y aventuras!",23999,https://magicstore.com.ar/remera-harry-potter-2/
663607,HARRY POTTER,Remera MC STN HP,Remera MC STN HP,XS-S-M-L-XL-XXL,1-2-2-2-2-1,13990,sku,1.00,si,Remera Reliquias de la Muerte con Costura Contraste,663607-gris,https://magicstore.com.ar/wp-content/uploads/2026/04/hp12-1.jpg,"Lucí el poder de la leyenda de los Tres Hermanos con esta remera de algodón premium. Presenta un logo sutil de las Reliquias de la Muerte en el frente y una estampa impactante y detallada en la espalda. Su detalle más exclusivo son las costuras bordadoras en hilo contraste en cuello, mangas y dobladillo, aportando un toque urbano y de diseño superior. ¡Una prenda indispensable y llena de estilo para cualquier Potterhead que busca calidad!",33999,https://magicstore.com.ar/remera-reliquias-de-la-muerte-con-costura-contraste-3/
663608,HARRY POTTER,Remera Oversize MC STN HP,Remera Oversize MC STN HP,XS-S-M-L-XL-XXL,1-2-2-2-2-1,14990,sku,1.00,si,Remera Oversize Hogwarts Quidditch,663608-negro,https://magicstore.com.ar/wp-content/uploads/2026/04/jpp-1.jpg,"Elevá tu estilo urbano con esta remera oversize de algodón premium en tono crema. Diseñada para quienes buscan integrar la estética de la saga a su guardarropa de forma sutil y moderna, esta prenda destaca por su estampa frontal monocromática con un exclusivo efecto gamuza en relieve, aportando textura y sofisticación al diseño. Su corte holgado y de hombros caídos garantiza una caída impecable y confort superior para el uso diario.",35999,https://magicstore.com.ar/remera-oversize-hogwarts-quidditch-2/
663609,HARRY POTTER,Remera Oversize MC STN HP,Remera Oversize MC STN HP,XS-S-M-L-XL-XXL,1-2-2-2-2-1,16990,sku,1.00,si,Remera Vintage Harry Potter Oversize,663609-negro,https://magicstore.com.ar/wp-content/uploads/2026/04/0068-scaled.jpg,"Llevá tu fanatismo por la saga al próximo nivel con esta remera de Harry Potter estilo vintage. Diseñada para destacar, cuenta con un imponente gráfico frontal inspirado en el Ministerio de Magia (Ministry of Magic), acompañado de detalles icónicos y oscuros como la Marca Tenebrosa. Su tratamiento acid wash (efecto lavado/desgastado) le da ese look retro y urbano que es tendencia esta temporada. Ideal para armar un outfit relajado con jeans, zapatillas y mucha actitud mágica. Características principales: Corte: Relaxed fit (ligeramente holgada) para máxima comodidad y un estilo streetwear impecable. Material: 100% Algodón de primera calidad con proceso de lavado acid wash, lo que hace que cada prenda tenga un tramado único. Estampa: Diseño frontal en serigrafía de alta durabilidad con tipografía clásica, la serpiente, el león y elementos del universo de J.K. Rowling.",40999,https://magicstore.com.ar/remera-vintage-harry-potter-oversize-2/
667984,MARVEL,Boxer STN MARVEL,Boxer STN MARVEL,XS-S-M-L-XL-XXL,1-2-2-2-2-1,6500,fuzzy,0.67,si,Boxer Marvel,80786-gris,https://magicstore.com.ar/wp-content/uploads/2025/05/80786-C-scaled.webp,"¡Lleva el poder de tus héroes favoritos contigo todos los días! Este boxer oficial de Marvel combina comodidad y estilo en una prenda ideal para fanáticos. Confeccionado en suave algodón con elastano, se adapta perfectamente al cuerpo brindando libertad de movimiento y frescura. Su cintura con elástico personalizado añade un toque distintivo y asegura un calce firme sin perder confort. Perfecto para uso diario o para regalar a cualquier amante del universo Marvel.",9999,https://magicstore.com.ar/boxer-marvel-2/
667988,MARVEL,Boxer STN Marvel,Boxer STN Marvel,XS-S-M-L-XL-XXL,1-2-2-2-2-1,6500,fuzzy,0.67,si,Boxer Marvel,80786-gris,https://magicstore.com.ar/wp-content/uploads/2025/05/80786-C-scaled.webp,"¡Lleva el poder de tus héroes favoritos contigo todos los días! Este boxer oficial de Marvel combina comodidad y estilo en una prenda ideal para fanáticos. Confeccionado en suave algodón con elastano, se adapta perfectamente al cuerpo brindando libertad de movimiento y frescura. Su cintura con elástico personalizado añade un toque distintivo y asegura un calce firme sin perder confort. Perfecto para uso diario o para regalar a cualquier amante del universo Marvel.",9999,https://magicstore.com.ar/boxer-marvel-2/
81429,AVENGERS,Boxer Premium Avengers,Boxer Premium Avengers,4-6-8-10-12,2-2-2-1-1,3990,fuzzy,0.50,si,Boxer Avengers niños,81405-rojo,https://magicstore.com.ar/wp-content/uploads/2026/02/0270-scaled.jpg,"Boxer infantil rojo, confeccionado en tela de alta calidad que ofrece suavidad y confort para el contacto directo con la piel. Diseño divertido con estampado de los rostros de Avengers y cintura elástica a tono, ideal para el uso cotidiano y garantizar seguridad en cada movimiento. Su tejido flexible y respirable garantiza un calce perfecto y frescura durante todo el día. Fácil de lavar y resistente, perfecto para renovar la ropa interior de los más chicos con sus personajes favoritos.",9999,https://magicstore.com.ar/boxer-avengers-ninos/
81418,AVENGERS,Campera abrigo Avengers,Campera abrigo Avengers,4-6-8-10-12,1-2-2-2-1,44990,fuzzy,0.50,si,Campera de abrigo Siré,43425-negro,https://magicstore.com.ar/wp-content/uploads/2026/04/t1-3.webp,"Preparalos para los días más fríos con nuestra Campera Inflable Puffer Brillante. Es la combinación perfecta entre estilo moderno y máxima protección térmica. Gracias a su acabado tipo charol/siré, no solo es tendencia, sino que también es súper fácil de limpiar y resistente al viento. Características Principales: Interior de Corderito: Forrada íntegramente en suave corderito premium para mantener el calor corporal en todo momento. Acabado Brillante (Siré): Un look moderno que destaca y repele la humedad superficial. Capucha Protectora: Amplia y forrada, ideal para proteger orejas y cabeza del frío intenso. Diseño Puffer: Estilo inflable con costuras horizontales que aseguran que el relleno se mantenga en su lugar. Cierre Reforzado: Cremallera frontal completa para facilitar el cambiado de los niños.",59999,https://magicstore.com.ar/campera-de-abrigo-sire/
81604,MICKEY,Campera abrigo Mickey,Campera abrigo Mickey,2-4-6-8,1-2-2-1,44990,fuzzy,0.50,si,Campera de abrigo Siré,43425-negro,https://magicstore.com.ar/wp-content/uploads/2026/04/t1-3.webp,"Preparalos para los días más fríos con nuestra Campera Inflable Puffer Brillante. Es la combinación perfecta entre estilo moderno y máxima protección térmica. Gracias a su acabado tipo charol/siré, no solo es tendencia, sino que también es súper fácil de limpiar y resistente al viento. Características Principales: Interior de Corderito: Forrada íntegramente en suave corderito premium para mantener el calor corporal en todo momento. Acabado Brillante (Siré): Un look moderno que destaca y repele la humedad superficial. Capucha Protectora: Amplia y forrada, ideal para proteger orejas y cabeza del frío intenso. Diseño Puffer: Estilo inflable con costuras horizontales que aseguran que el relleno se mantenga en su lugar. Cierre Reforzado: Cremallera frontal completa para facilitar el cambiado de los niños.",59999,https://magicstore.com.ar/campera-de-abrigo-sire/
83002,MINNIE,Campera Abrigo Minnie,Campera Abrigo Minnie,4-6-8-10-12,1-2-2-2-1,44990,fuzzy,0.50,si,Campera de abrigo Siré,43425-negro,https://magicstore.com.ar/wp-content/uploads/2026/04/t1-3.webp,"Preparalos para los días más fríos con nuestra Campera Inflable Puffer Brillante. Es la combinación perfecta entre estilo moderno y máxima protección térmica. Gracias a su acabado tipo charol/siré, no solo es tendencia, sino que también es súper fácil de limpiar y resistente al viento. Características Principales: Interior de Corderito: Forrada íntegramente en suave corderito premium para mantener el calor corporal en todo momento. Acabado Brillante (Siré): Un look moderno que destaca y repele la humedad superficial. Capucha Protectora: Amplia y forrada, ideal para proteger orejas y cabeza del frío intenso. Diseño Puffer: Estilo inflable con costuras horizontales que aseguran que el relleno se mantenga en su lugar. Cierre Reforzado: Cremallera frontal completa para facilitar el cambiado de los niños.",59999,https://magicstore.com.ar/campera-de-abrigo-sire/
81066,SPIDERMAN,Chaleco abrigo Spiderman,Chaleco abrigo Spiderman,4-6-8-10-12,1-2-2-2-1,34990,fuzzy,0.67,si,Chaleco de abrigo,50073,https://magicstore.com.ar/wp-content/uploads/2025/03/chaleco-azul-1.jpg,"Chaleco de abrigo, diseñado para ofrecer comodidad y protección adicional durante los días frescos. Su corte sin mangas permite mayor libertad de movimiento, mientras que su material de abrigo brinda calidez. Perfecto para combinar con camisetas, buzos o chaquetas, logrando un look casual y cómodo para los más chicos en cualquier temporada.",67500,https://magicstore.com.ar/chaleco-de-abrigo/
83208,STITCH,Campera abrigo Stitch,Campera abrigo Stitch,2-4-6-8-10-12-14-16,1-2-2-2-2-2-2-1,44990,fuzzy,0.50,si,Campera de abrigo Siré,43425-negro,https://magicstore.com.ar/wp-content/uploads/2026/04/t1-3.webp,"Preparalos para los días más fríos con nuestra Campera Inflable Puffer Brillante. Es la combinación perfecta entre estilo moderno y máxima protección térmica. Gracias a su acabado tipo charol/siré, no solo es tendencia, sino que también es súper fácil de limpiar y resistente al viento. Características Principales: Interior de Corderito: Forrada íntegramente en suave corderito premium para mantener el calor corporal en todo momento. Acabado Brillante (Siré): Un look moderno que destaca y repele la humedad superficial. Capucha Protectora: Amplia y forrada, ideal para proteger orejas y cabeza del frío intenso. Diseño Puffer: Estilo inflable con costuras horizontales que aseguran que el relleno se mantenga en su lugar. Cierre Reforzado: Cremallera frontal completa para facilitar el cambiado de los niños.",59999,https://magicstore.com.ar/campera-de-abrigo-sire/
88120,PAW PATROL,Campera abrigo Paw patrol,Campera abrigo Paw patrol,2-4-6-8,1-2-2-1,44990,slug,1.00,si,Campera Abrigo Paw Patrol,88078leste,https://magicstore.com.ar/wp-content/uploads/2025/01/magik-2305081.jpg,"Campera de siré sublimado con capucha fija, forrada con piel. Esta campera combina estilo y funcionalidad, confeccionada en siré sublimado que garantiza un diseño vibrante y resistente. Su capucha fija brinda mayor protección, mientras que el forro de piel mantiene el calor, proporcionando comodidad y abrigo durante los días fríos. Ideal para los más pequeños, combinando confort y un toque moderno en su look.",60000,https://magicstore.com.ar/campera-abrigo-paw-patrol/
84059,HELLO KITTY,Campera abrigo Hello kitty,Campera abrigo Hello kitty,4-6-8-10-12,2-2-2-1-1,44990,fuzzy,0.50,si,campera Kitty,84008%rosa,https://magicstore.com.ar/wp-content/uploads/2025/02/KITTY-ART.84008.jpg,"¡La campera perfecta para destacar! Con un diseño fresco y moderno, esta campera rosa es ideal para quienes quieren añadir un toque de color y estilo a su look. Hecha con materiales suaves y abrigados, es perfecta para mantener el confort sin perder el estilo. Con actitud y un toque de frescura, es la prenda que no puede faltar en tu guardarropa. 💖✨",49500,https://magicstore.com.ar/campera-kitty/
85552,SONIC,Campera Sonic,Campera Sonic,4-6-8-10-12-14,1-2-2-2-2-1,24990,sku,1.00,si,Campera con capucha Sonic,85552-francia,https://magicstore.com.ar/wp-content/uploads/2026/02/855521-1.jpg,"Esta campera con cierre (tipo hoodie) es el abrigo perfecto para los fanáticos de Sonic. Al tener cierre completo, es súper práctica para ponerse y sacarse, ideal para los cambios de temperatura o para usar abierta sobre una remera. Cierre completo metálico frontal para mayor comodidad. Dos bolsillos tipo canguro delanteros. Capucha forrada para mejor terminación. Confeccionada en frisa de algodón, suave, abrigada y resistente.",54999,https://magicstore.com.ar/campera-con-capucha-sonic/
87054,DC,Campera abrigo DC,Campera abrigo DC,4-6-8-10-12,1-2-2-2-1,44990,fuzzy,0.67,si,Campera de abrigo Siré,43425-negro,https://magicstore.com.ar/wp-content/uploads/2026/04/t1-3.webp,"Preparalos para los días más fríos con nuestra Campera Inflable Puffer Brillante. Es la combinación perfecta entre estilo moderno y máxima protección térmica. Gracias a su acabado tipo charol/siré, no solo es tendencia, sino que también es súper fácil de limpiar y resistente al viento. Características Principales: Interior de Corderito: Forrada íntegramente en suave corderito premium para mantener el calor corporal en todo momento. Acabado Brillante (Siré): Un look moderno que destaca y repele la humedad superficial. Capucha Protectora: Amplia y forrada, ideal para proteger orejas y cabeza del frío intenso. Diseño Puffer: Estilo inflable con costuras horizontales que aseguran que el relleno se mantenga en su lugar. Cierre Reforzado: Cremallera frontal completa para facilitar el cambiado de los niños.",59999,https://magicstore.com.ar/campera-de-abrigo-sire/
43508,GIRLS,Campera abrigo PST Girls,Campera abrigo PST Girls,8-10-12-14-16,1 X TALLE,29990,sku,1.00,si,CAMPERA DE SIRÉ,43508,https://magicstore.com.ar/wp-content/uploads/2025/03/mgk-prod115338.webp,"Campera de abrigo de siré opaco. Confeccionada en material resistente y abrigado, ideal para los días fríos. Diseño elegante y funcional, disponible en varias tallas.",59999,https://magicstore.com.ar/campera-de-sire/
70001,COLEGIAL,Remera MC Lisa PST COLEGIAL,Remera MC Lisa PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,4990,sku,1.00,si,Remera algodón lisa,70001,https://magicstore.com.ar/wp-content/uploads/2025/01/Mesa-de-trabajo-1-5.jpg,"Remera de algodón lisa, manga corta. Confeccionada en suave algodón de alta calidad que brinda frescura y comodidad durante todo el día. Diseño clásico con manga corta y corte recto que favorece a cualquier tipo de cuerpo. Su acabado liso y versátil la convierte en una prenda básica imprescindible en tu guardarropa, perfecta para combinar con cualquier look. Ideal para uso casual, deportivo o como base para outfits más elaborados.",11900,https://magicstore.com.ar/remera-colegial/
70002,COLEGIAL,Buzo CR PST COLEGIAL,Buzo CR PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,9990,sku,1.00,si,Buzo de frisa liso tipo escolar T2 &#8211; T16,70002,https://magicstore.com.ar/wp-content/uploads/2025/01/buzo-bordo-1.jpg,"Abrigo, suavidad y comodidad para todos los días. Este buzo de frisa liso tipo escolar es ideal para acompañar a niños y adolescentes durante los días fríos. Confeccionado en frisa de excelente calidad, su interior afelpado brinda un abrigo suave y confortable, perfecto para el uso escolar y cotidiano. 🔹 Características principales: Tela de frisa suave por dentro y resistente por fuera Diseño liso sin estampas, apto para uniforme escolar Cuello redondo Puños y cintura elastizados para un calce seguro Costuras reforzadas para soportar el uso intensivo Un básico indispensable en la temporada otoño-invierno. Ideal para combinar con joggings escolares, jeans o calzas. Disponible en talles infantiles y juveniles, y en colores clásicos que combinan con todo. 🎯 Recomendado para: uniforme escolar, uso diario, actividades al aire libre, días frescos.",23800,https://magicstore.com.ar/buzo-frisa-liso-escolar-2/
70003,COLEGIAL,Campera Capucha PST COLEGIAL,Campera Capucha PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,14990,sku,1.00,si,Campera de frisa lisa tipo escolar T2 &#8211; T16,70003,https://magicstore.com.ar/wp-content/uploads/2025/01/Mesa-de-trabajo-1.png,"Nuestra campera rústica lisa tipo escolar para niño es la prenda ideal para acompañar a los más chicos en días frescos, dentro y fuera del colegio. Confeccionada en algodón rústico con frisa suave, ofrece un abrigo liviano pero efectivo, perfecto para la rutina escolar. Diseñada con un estilo clásico y liso, sin estampas ni logos, cumple con las normas de vestimenta escolar y es muy fácil de combinar. Incluye cierre frontal completo, capucha forrada y bolsillos tipo canguro, que suman funcionalidad y confort. Características principales: Material: Frisa Diseño: Liso, sin estampas Cierre: Frontal completo Bolsillos: Tipo canguro Talles: S, M, L, XL Beneficios para padres y chicos: ✔️ Ideal para el colegio y uso diario ✔️ Suave al tacto, no pica ni molesta ✔️ Fácil de poner y sacar gracias al cierre ✔️ No se encoge ni pierde color al lavar 🧼 Cuidados recomendados: Lavar del revés con agua fría. No usar blanqueador. Secar a baja temperatura o al aire libre.",37300,https://magicstore.com.ar/campera-frisa-lisa-escolar-2/
70004,COLEGIAL,Jogging S/Puño Recto PST COLEGIAL,Jogging S/Puño Recto PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,9990,sku,1.00,si,Jogging de frisa recto liso tipo escolar T2 &#8211; T16,70004,https://magicstore.com.ar/wp-content/uploads/2025/01/JOPGGING-1.png,"Comodidad, libertad de movimiento y estilo clásico. Este jogging recto rústico liso tipo escolar es una prenda esencial para el día a día. Diseñado especialmente para ofrecer confort durante las actividades escolares y recreativas, está confeccionado en tela rústica de alta calidad, fresca pero resistente. 🔹 Características destacadas: Corte recto clásico: no se ajusta al tobillo Tela de frisa suave y cómoda (ideal para invierno) Cintura con elástico Sin estampados ni detalles: ideal para uniforme escolar Costuras duraderas y terminaciones prolijas 🎯 Usos recomendados: uniforme escolar, actividades al aire libre, deportes y uso diario. 📏 Disponible en talle 2, 4, 6, 8, 10, 12, 14, 16 Colores básicos que combinan con todo.",23800,https://magicstore.com.ar/jogging-frisa-recto-liso-escolar/
70005,COLEGIAL,Jogging C/Puño PST COLEGIAL,Jogging C/Puño PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,10990,sku,1.00,si,Jogging de frisa liso tipo escolar T2 &#8211; T16,70005,https://magicstore.com.ar/wp-content/uploads/2025/01/jogging-1-1.png,"¡Comodidad y practicidad para todos los días! Este jogging de frisa liso tipo escolar es ideal para acompañar a niños y adolescentes en su rutina escolar y actividades recreativas. Confeccionado en frisa de excelente calidad, brinda un equilibrio perfecto entre abrigo, suavidad y durabilidad. 🟢 Características principales: Material: Frisa suave y abrigada Diseño liso y clásico, ideal para uso escolar Cintura elástica con cordón ajustable Puños elastizados para mayor comodidad Costuras reforzadas para mayor resistencia al uso diario Disponible en una amplia variedad de talles y colores neutros, este jogging es una prenda básica imprescindible en cualquier guardarropa escolar. 💡 Recomendado para: uso diario, uniforme escolar, deportes y actividades al aire libre.",26800,https://magicstore.com.ar/jogging-frisa-liso-escolar-2/
70006,COLEGIAL,Calza Larga Lisa PST COLEGIAL,Calza Larga Lisa PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,7500,sku,1.00,si,Calza de algodón lisa tipo escolar  T2 &#8211; T16,70006,https://magicstore.com.ar/wp-content/uploads/2025/01/calza-azul.png,"Descubre nuestra calza de algodón tipo escolar lisa, perfecta para acompañar a niñas y adolescentes en su rutina diaria. Confeccionada en algodón suave de alta calidad, esta prenda ofrece el equilibrio ideal entre comodidad, durabilidad y ajuste perfecto. Su diseño liso y clásico la convierte en una opción versátil para combinar con cualquier uniforme escolar o ropa casual. Ideal para días activos, esta calza permite libertad de movimiento gracias a su tejido elástico y transpirable. Características principales: Material: 95% algodón, 5% elastano Diseño: Liso, sin estampados Ajuste: Elástico en cintura para mayor comodidad Uso recomendado: Escolar, actividades diarias, deporte ligero Tallas: Disponibles desde la 2 hasta la 16 Beneficios: ✔️ No se deforma tras los lavados ✔️ Suavidad al contacto con la piel ✔️ Ideal para climas templados y cálidos Recomendaciones de cuidado: Lavar a máquina con agua fría. No usar blanqueador. Secar a baja temperatura.",17900,https://magicstore.com.ar/calza-algodon-lisa-escolar-2/
70007,COLEGIAL,Calza Biker PST COLEGIAL,Calza Biker PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,4990,sku,1.00,si,Ciclista algodon,70007,https://magicstore.com.ar/wp-content/uploads/2025/01/ciclista-1-1.jpg,"Ciclista confeccionado en suave mezcla de algodón y elastano. Diseño ajustado que proporciona soporte y libertad de movimiento. Su composición garantiza comodidad y elasticidad durante todo el día. Ideal para actividades deportivas o uso casual, adaptándose perfectamente a tu figura.",11900,https://magicstore.com.ar/ciclista-colegial/
70008,COLEGIAL,Chomba MC PST COLEGIAL,Chomba MC PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,7500,sku,1.00,si,Chomba pique lisa,70008,https://magicstore.com.ar/wp-content/uploads/2025/01/chomba-1.jpg,"Chomba de piqué lisa. Manga corta. Confeccionada en elegante tejido de piqué que brinda frescura, comodidad y un acabado de calidad superior. Diseño clásico con cuello y botones que aporta un estilo sofisticado y versátil. Su manga corta la hace ideal para días cálidos, mientras que su textura de piqué garantiza durabilidad y una apariencia impecable. Perfecta para ocasiones casuales con un toque de distinción, eventos informales o para un look deportivo con estilo.",17900,https://magicstore.com.ar/chomba-colegial/
70010,COLEGIAL,Short Rustico PST COLEGIAL,Short Rustico PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,7500,sku,1.00,si,Short rústico,70010,https://magicstore.com.ar/wp-content/uploads/2025/01/short-marino-1.jpg,"Short rústico, con elástico en cintura. Liso. Confeccionado en resistente tela rústica que combina durabilidad y confort para el uso diario. Diseño práctico con elástico en la cintura que garantiza un ajuste cómodo y seguro. Su estilo liso y versátil permite combinarlo fácilmente con diferentes prendas. Ideal para días casuales, actividades al aire libre o momentos de relax, ofreciendo libertad de movimiento con un acabado de calidad.",17900,https://magicstore.com.ar/short-rustico-colegial/
70012,COLEGIAL,Buzo CR RUSTICO PST COLEGIAL,Buzo CR RUSTICO PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,9990,sku,1.00,si,Buzo rústico liso tipo escolar T2 &#8211; T16,70012,https://magicstore.com.ar/wp-content/uploads/2025/01/Gemini_Generated_Image_b4j9n6b4j9n6b4j9-1.png,"Práctico, cómodo y perfecto para todos los días. Este buzo rústico liso tipo escolar es una prenda esencial en el uniforme diario. Confeccionado en tela rústica de excelente calidad, ofrece una sensación de suavidad y libertad de movimiento ideal para niños y adolescentes. 🔹 Características principales: Tela rústica: liviana, resistente y de textura suave Diseño liso sin estampas: apto para uniforme escolar Cuello redondo clásico Puños y cintura con elástico para mejor ajuste Costuras reforzadas para mayor durabilidad Este buzo es ideal para usar en media estación o como capa extra durante el invierno. Disponible en colores neutros que combinan fácilmente con joggings, calzas o pantalones escolares. 🎯 Recomendado para: uniforme escolar, actividades recreativas, uso diario.",23800,https://magicstore.com.ar/buzo-rustico-liso-escolar/
70013,COLEGIAL,Campera Capucha RUSTICO PST COLEGIAL,Campera Capucha RUSTICO PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,14990,sku,1.00,si,Campera rústico lisa tipo escolar T2 &#8211; T16,70013,https://magicstore.com.ar/wp-content/uploads/2025/01/camp-1.png,"Nuestra campera rústica lisa tipo escolar para niño es la prenda ideal para acompañar a los más chicos en días frescos, dentro y fuera del colegio. Confeccionada en algodón rústico con frisa suave, ofrece un abrigo liviano pero efectivo, perfecto para la rutina escolar. Diseñada con un estilo clásico y liso, sin estampas ni logos, cumple con las normas de vestimenta escolar y es muy fácil de combinar. Incluye cierre frontal completo, capucha forrada y bolsillos tipo canguro, que suman funcionalidad y confort. Características principales: Material: Algodón rústico Diseño: Liso, sin estampas Cierre: Frontal completo Bolsillos: Tipo canguro Talles: 2, 4, 6, 8, 10, 12, 14, 16 Beneficios para padres y chicos: ✔️ Ideal para el colegio y uso diario ✔️ Suave al tacto, no pica ni molesta ✔️ Fácil de poner y sacar gracias al cierre ✔️ No se encoge ni pierde color al lavar 🧼 Cuidados recomendados: Lavar del revés con agua fría. No usar blanqueador. Secar a baja temperatura o al aire libre.",37300,https://magicstore.com.ar/campera-rustico-lisa-escolar-2/
70014,COLEGIAL,Jogging S/Puño Recto Rustico PST COLEGIAL,Jogging S/Puño Recto Rustico PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,9990,sku,1.00,si,Jogging recto rústico liso tipo escolar T2 &#8211; T16,70014,https://magicstore.com.ar/wp-content/uploads/2025/01/jogging-bordo-1.png,"Comodidad, libertad de movimiento y estilo clásico. Este jogging recto rústico liso tipo escolar es una prenda esencial para el día a día. Diseñado especialmente para ofrecer confort durante las actividades escolares y recreativas, está confeccionado en tela rústica de alta calidad, fresca pero resistente. 🔹 Características destacadas: Corte recto clásico: no se ajusta al tobillo Tela rústica suave y cómoda (ideal para media estación) Cintura con elástico Sin estampados ni detalles: ideal para uniforme escolar Costuras duraderas y terminaciones prolijas 🎯 Usos recomendados: uniforme escolar, actividades al aire libre, deportes y uso diario. 📏 Disponible en talle 2, 4, 6, 8, 10, 12, 14, 16 Colores básicos que combinan con todo.",23800,https://magicstore.com.ar/jogging-recto-rustico-liso-escolar-2/
70015,COLEGIAL,Jogging c/Puño Rustico PST COLEGIAL,Jogging c/Puño Rustico PST COLEGIAL,2-4-6-8-10-12-14-16,1 X TALLE,10990,sku,1.00,si,Jogging rústico liso tipo escolar T2 &#8211; T16,70015,https://magicstore.com.ar/wp-content/uploads/2025/01/jogging-verde-1.jpg,"El jogging rústico liso tipo escolar para niño es la prenda ideal para acompañar la rutina diaria de los más chicos. Fabricado en algodón rústico de alta calidad, ofrece una excelente combinación de comodidad, abrigo y resistencia. Su diseño liso, sin estampas, es perfecto para uso escolar, educación física o actividades recreativas. Gracias a su cintura con elástico y cordón regulable, se ajusta fácilmente a diferentes cuerpos, permitiendo libertad de movimiento durante todo el día. Características principales: Material: Algodón rústico Diseño: Liso, sin logos ni dibujos Cintura: Elástica con cordón ajustable Corte: Cómodo y recto Talles: 2, 4, 6, 8, 10, 12, 14, 16 Beneficios para padres y chicos: ✔️ Tela suave por dentro, resistente por fuera ✔️ Ideal para colegio, deporte o casa ✔️ No se encoge ni deforma tras los lavados ✔️ Fácil de combinar con buzos o camisetas Recomendaciones de cuidado: Lavar con agua fría, no usar cloro. Secar a la sombra o en secadora baja.",26800,https://magicstore.com.ar/jogging-rustico-liso-escolar/
71001,COLEGIAL,Remera MC Lisa PST COLEGIAL S-XL,Remera MC Lisa PST COLEGIAL S-XL,S-M-L-XL,1 X TALLE,6500,sku,1.00,si,Remera colegial para adolescente &#8211; POSTO,71001,https://magicstore.com.ar/wp-content/uploads/2026/01/remera-escolar-blanca-1.jpg,"Remera colegial blanca, confeccionada en tela de alta calidad que ofrece comodidad y resistencia para el uso diario escolar. Diseño clásico con cuello tipo polo y cierre de dos botones, ideal para uniformes escolares y actividades formales. Su tejido liviano y transpirable garantiza frescura durante todo el día. Fácil de combinar y mantener, perfecta para complementar el uniforme de cualquier institución educativa.",15500,https://magicstore.com.ar/remera-colegial-para-adolescente-posto/
